N,m,trial,nd_size,Naive_ms,MTF_ms,M3_ms
1000,3,7,30,0.20512799994776287,0.03443299999617011,0.03429299999879731
1000,3,8,18,0.2614910000602322,0.038552999967578216,0.04099700004189799
1000,3,9,38,0.1998200000343786,0.03673800006254169,0.04260399998656794
1000,3,10,34,0.24256400001831935,0.050285999918742164,0.04861100001107843
1000,3,11,13,0.22189100002378837,0.047283000071729475,0.04616599994733406
1000,3,12,32,0.2533199999561475,0.06250899991755432,0.049657999966257194
1000,3,13,34,0.27133999992656754,0.046305999944706855,0.04232499998124695
1000,3,14,28,0.23823399999400863,0.03429299999879731,0.039670999967711396
1000,3,15,23,0.1749560000234851,0.03387399999610352,0.03827399996225722
1000,3,16,40,0.3416010000591996,0.06327799997052352,0.0610430000733686
1000,3,17,26,0.26330800005780475,0.04672499994740065,0.050008000016532606
1000,3,18,25,0.2309700000751036,0.040439000031256,0.038553999957002816
1000,3,19,30,0.2539480000223193,0.034153000001424516,0.036319000059847895
1000,3,20,28,0.18103299998983857,0.03478200005702092,0.03184799993505294
1000,3,21,32,0.20596699994257506,0.03240700004880637,0.039182000023174623
1000,3,22,27,0.12683399995694344,0.019555999983822403,0.01913699998112861
1000,3,23,19,0.1842460000034407,0.05866799995146721,0.038552999967578216
1000,3,24,40,0.2978799999482362,0.06299800008946477,0.060973000017838785
1000,3,25,14,0.24242400002094655,0.04120699998111377,0.039182000023174623
1000,3,26,33,0.24766299998191244,0.0395309999703386,0.04204499998650135
1000,3,27,41,0.2902669999684804,0.04875100000845123,0.05622300000140967
1000,3,28,28,0.17621400002099108,0.036319000059847895,0.038133999964884424
1000,3,29,35,0.26205100004972337,0.047981999955482024,0.053848999982619716
10000,3,0,52,4.115490000003774,0.22545299998455448,0.21169399997233995
10000,3,1,28,1.8690650000507958,0.13263200003166276,0.13123500002620858
10000,3,2,65,3.1585730000642798,0.1834779999398961,0.22629000000051747
10000,3,3,45,3.539146999969489,0.2552759999616683,0.26198099999419355
